,Episodes,Total Reward,Epsilon,Buffer Size,Learn Step Counter,Moving Average
4903,4903,608.0,0.7607336105654504,100000,1093888,711.231
4904,4904,764.0,0.7606579213273299,100000,1094286,711.029
4905,4905,618.0,0.7606396657540013,100000,1094382,710.919
4906,4906,623.0,0.7606214106188015,100000,1094478,710.749
4907,4907,245.0,0.7606157059789004,100000,1094508,710.185
4908,4908,988.0,0.7605328033748481,100000,1094944,710.943
4909,4909,247.0,0.7605261487410998,100000,1094979,710.407
4910,4910,239.0,0.7605198744254692,100000,1095012,710.05
4911,4911,618.0,0.7605050444306548,100000,1095090,710.043
4912,4912,1839.0,0.7604449668977207,100000,1095406,711.13
4913,4913,228.0,0.7604381229229601,100000,1095442,711.116
4914,4914,647.0,0.7604181616817279,100000,1095547,710.784
4915,4915,1014.0,0.7603656946321402,100000,1095823,710.481
4916,4916,235.0,0.7603590414605873,100000,1095858,710.481
4917,4917,1119.0,0.7603014464374283,100000,1096161,710.83
4918,4918,640.0,0.7602752164867144,100000,1096299,710.188
4919,4919,744.0,0.760226370367142,100000,1096556,709.934
4920,4920,246.0,0.7602193383048595,100000,1096593,709.572
4921,4921,735.0,0.7601936813319448,100000,1096728,709.583
4922,4922,793.0,0.760145600596153,100000,1096981,709.635
4923,4923,228.0,0.7601378091427032,100000,1097022,709.613
4924,4924,638.0,0.7601093045057588,100000,1097172,709.273
4925,4925,1023.0,0.7600591389408653,100000,1097436,710.061
4926,4926,624.0,0.7600418477899782,100000,1097527,709.924
4927,4927,758.0,0.7599857967635966,100000,1097822,710.431
4928,4928,247.0,0.7599793369109703,100000,1097856,709.299
4929,4929,234.0,0.7599717371546489,100000,1097896,708.754
4930,4930,611.0,0.7599514081800374,100000,1098003,709.131
4931,4931,792.0,0.7599022029132377,100000,1098262,709.291
4932,4932,614.0,0.759882255739723,100000,1098367,708.857
4933,4933,247.0,0.7598763666743242,100000,1098398,708.491
4934,4934,987.0,0.7597859467554665,100000,1098874,708.866
4935,4935,639.0,0.759758974829736,100000,1099016,708.506
4936,4936,666.0,0.7596814833567374,100000,1099424,708.16
4937,4937,725.0,0.7596332451080884,100000,1099678,707.893
4938,4938,600.0,0.7596144444155787,100000,1099777,707.481
4939,4939,1310.0,0.7595639317282691,100000,1100043,708.542
4940,4940,232.0,0.7595572855721118,100000,1100078,708.544
4941,4941,806.0,0.7595213973337438,100000,1100267,707.551
4942,4942,638.0,0.7594932955584117,100000,1100415,706.927
4943,4943,1324.0,0.7594596887194346,100000,1100592,707.436
4944,4944,248.0,0.7594536130654672,100000,1100624,706.669
4945,4945,250.0,0.7594473475982203,100000,1100657,706.689
4946,4946,1276.0,0.7593476766624226,100000,1101182,707.354
4947,4947,234.0,0.7593404628928571,100000,1101220,706.621
4948,4948,658.0,0.7591977202861951,100000,1101972,706.562
4949,4949,226.0,0.7591891793588159,100000,1102017,706.19
4950,4950,797.0,0.7591455272305512,100000,1102247,706.35
4951,4951,613.0,0.759112315336094,100000,1102422,706.72
4952,4952,609.0,0.7590958048207223,100000,1102509,706.341
4953,4953,718.0,0.7590624053359247,100000,1102685,706.811
4954,4954,611.0,0.7590485525717006,100000,1102758,706.139
4955,4955,1692.0,0.7588648850236639,100000,1103726,707.051
4956,4956,247.0,0.7588595729873958,100000,1103754,706.571
4957,4957,227.0,0.7588516050027141,100000,1103796,706.551
4958,4958,249.0,0.758845913636307,100000,1103826,706.55
4959,4959,247.0,0.7588394634726473,100000,1103860,705.829
4960,4960,232.0,0.7588318751150047,100000,1103900,704.367
4961,4961,249.0,0.7588256147770756,100000,1103933,704.383
4962,4962,1045.0,0.7587990563420103,100000,1104073,704.726
4963,4963,794.0,0.7587660492968376,100000,1104247,704.94
4964,4964,1278.0,0.7586892281138711,100000,1104652,704.707
4965,4965,1315.0,0.7586543292076916,100000,1104836,705.364
4966,4966,1011.0,0.7585945875241503,100000,1105151,705.737
4967,4967,233.0,0.7585871912620532,100000,1105190,705.217
4968,4968,610.0,0.7585729678837819,100000,1105265,705.577
4969,4969,248.0,0.7585674682490128,100000,1105294,705.577
4970,4970,808.0,0.7585340920105156,100000,1105470,704.527
4971,4971,614.0,0.7585174044419674,100000,1105558,704.129
4972,4972,637.0,0.7584978728678294,100000,1105661,704.14
4973,4973,225.0,0.7584899086809804,100000,1105703,703.767
4974,4974,612.0,0.7584737909396558,100000,1105788,702.983
4975,4975,961.0,0.7583693183575944,100000,1106339,703.309
4976,4976,687.0,0.7583160447775695,100000,1106620,703.303
4977,4977,1300.0,0.7582584149409161,100000,1106924,703.967
4978,4978,626.0,0.7582402169550568,100000,1107020,704.35
4979,4979,1307.0,0.758175390179779,100000,1107362,705.077
4980,4980,605.0,0.7581568151079405,100000,1107460,704.979
4981,4981,233.0,0.7581496126515074,100000,1107498,704.588
4982,4982,732.0,0.7581198558594678,100000,1107655,705.101
4983,4983,623.0,0.7581048831382973,100000,1107734,705.087
4984,4984,713.0,0.7580864993154853,100000,1107831,705.068
4985,4985,635.0,0.7580707691818568,100000,1107914,705.46
4986,4986,235.0,0.7580641360908164,100000,1107949,705.448
4987,4987,807.0,0.7580292659382122,100000,1108133,704.95
4988,4988,748.0,0.7579777216942025,100000,1108405,704.93
4989,4989,242.0,0.7579707104318266,100000,1108442,704.389
4990,4990,608.0,0.7579510034470812,100000,1108546,703.98
4991,4991,249.0,0.7579445608901265,100000,1108580,703.417
4992,4992,759.0,0.7578646019468553,100000,1109002,703.555
4993,4993,247.0,0.7578589179829444,100000,1109032,703.209
4994,4994,793.0,0.7578109849162827,100000,1109285,703.767
4995,4995,1040.0,0.7577823780879798,100000,1109436,703.82
4996,4996,794.0,0.7577355864649836,100000,1109683,704.001
4997,4997,615.0,0.757719674182756,100000,1109767,704.386
4998,4998,627.0,0.7577030045312049,100000,1109855,704.781
4999,4999,699.0,0.7576654991560529,100000,1110053,704.74
5000,5000,577.0,0.7576346249121656,100000,1110216,705.07
5001,5001,240.0,0.7576285638586523,100000,1110248,704.699
5002,5002,610.0,0.7576132220336512,100000,1110329,704.695
5003,5003,639.0,0.7575865166349178,100000,1110470,704.04
5004,5004,636.0,0.7575569713332091,100000,1110626,703.881
5005,5005,615.0,0.7574274401501341,100000,1111310,703.794
5006,5006,1088.0,0.7573492397943155,100000,1111723,704.072
5007,5007,219.0,0.7573407196622274,100000,1111768,703.651
5008,5008,249.0,0.7573342822926635,100000,1111802,703.301
5009,5009,1277.0,0.7572375390056038,100000,1112313,703.955
5010,5010,610.0,0.7572242874629643,100000,1112383,704.329
5011,5011,605.0,0.7572072501060354,100000,1112473,704.298
5012,5012,790.0,0.757156329624314,100000,1112742,704.34
5013,5013,245.0,0.7571500831095798,100000,1112775,703.776
5014,5014,251.0,0.7571445937906891,100000,1112804,703.389
5015,5015,232.0,0.7571370223816609,100000,1112844,702.248
5016,5016,1327.0,0.7570908384261413,100000,1113088,702.938
5017,5017,612.0,0.7570747504147474,100000,1113173,702.94
5018,5018,1021.0,0.7570077522556632,100000,1113527,703.717
5019,5019,1317.0,0.7569536281295643,100000,1113813,704.797
5020,5020,750.0,0.7568654481574351,100000,1114279,705.311
5021,5021,711.0,0.7568255245530429,100000,1114490,705.772
5022,5022,586.0,0.756801306520717,100000,1114618,705.624
5023,5023,624.0,0.7567825759178288,100000,1114717,704.977
5024,5024,963.0,0.7566819305157075,100000,1115249,705.327
5025,5025,675.0,0.7566246140231878,100000,1115552,705.75
5026,5026,246.0,0.7566181827404969,100000,1115586,705.753
5027,5027,1302.0,0.7565625733407771,100000,1115880,706.417
5028,5028,1306.0,0.7564948640120271,100000,1116238,706.686
5029,5029,228.0,0.756487299100265,100000,1116278,706.097
5030,5030,615.0,0.7564702783253898,100000,1116368,706.036
5031,5031,234.0,0.7564630918909822,100000,1116406,705.667
5032,5032,247.0,0.7564570402096964,100000,1116438,705.328
5033,5033,635.0,0.7564411547766616,100000,1116522,705.363
5034,5034,1379.0,0.7563564381009473,100000,1116970,706.143
5035,5035,624.0,0.7563382857619901,100000,1117066,705.481
5036,5036,252.0,0.7563324241622557,100000,1117097,705.498
5037,5037,247.0,0.7563258062816693,100000,1117132,704.703
5038,5038,699.0,0.7562624666398511,100000,1117467,704.089
5039,5039,247.0,0.7562569837561571,100000,1117496,704.094
5040,5040,1012.0,0.7561906251090564,100000,1117847,704.865
5041,5041,789.0,0.756139016853586,100000,1118120,705.421
5042,5042,637.0,0.7561102841132752,100000,1118272,705.824
5043,5043,729.0,0.7560607605053841,100000,1118534,705.546
5044,5044,1676.0,0.7560106731328952,100000,1118799,706.584
5045,5045,633.0,0.7559944190761205,100000,1118885,706.098
5046,5046,607.0,0.7559785433580289,100000,1118969,705.933
5047,5047,798.0,0.7559358317715981,100000,1119195,706.486
5048,5048,588.0,0.7559163666721083,100000,1119298,706.832
5049,5049,1273.0,0.755839456085067,100000,1119705,707.859
5050,5050,1296.0,0.7557631201454793,100000,1120109,708.374
5051,5051,234.0,0.7557555625511201,100000,1120149,707.969
5052,5052,1107.0,0.7556884922128407,100000,1120504,707.748
5053,5053,249.0,0.7556826356489874,100000,1120535,707.376
5054,5054,617.0,0.7556660108117966,100000,1120623,707.373
5055,5055,247.0,0.7556592098474525,100000,1120659,707.371
5056,5056,638.0,0.7556312509704318,100000,1120807,707.759
5057,5057,651.0,0.7556155717826843,100000,1120890,708.158
5058,5058,610.0,0.755603670929659,100000,1120953,708.042
5059,5059,599.0,0.7555855366568993,100000,1121049,708.052
5060,5060,1018.0,0.7555347252317541,100000,1121318,708.822
5061,5061,1308.0,0.7554854281930972,100000,1121579,709.522
5062,5062,248.0,0.7554788177236941,100000,1121614,708.783
5063,5063,1008.0,0.7554095057132308,100000,1121981,709.152
5064,5064,607.0,0.7553968527083961,100000,1122048,708.306
5065,5065,624.0,0.755377968020775,100000,1122148,707.626
5066,5066,1828.0,0.7553317025313392,100000,1122393,708.741
5067,5067,248.0,0.755326037564105,100000,1122423,708.369
5068,5068,792.0,0.7552778870579984,100000,1122678,708.554
5069,5069,736.0,0.7552310612747555,100000,1122926,708.537
5070,5070,633.0,0.7552123695349611,100000,1123025,707.82
5071,5071,614.0,0.7551976430354963,100000,1123103,707.117
5072,5072,218.0,0.7551900910958806,100000,1123143,706.567
5073,5073,2601.0,0.7550921115258619,100000,1123662,708.934
5074,5074,230.0,0.755084938183978,100000,1123700,707.846
5075,5075,614.0,0.7550679489618725,100000,1123790,708.237
5076,5076,1038.0,0.7550335941474735,100000,1123972,708.003
5077,5077,814.0,0.7550052809150264,100000,1124122,708.023
5078,5078,247.0,0.7549998071458971,100000,1124151,707.636
5079,5079,1287.0,0.7549320489454213,100000,1124510,707.624
5080,5080,1024.0,0.7548790168251212,100000,1124791,708.009
5081,5081,245.0,0.7548727890981423,100000,1124824,706.946
5082,5082,1362.0,0.7547706994446096,100000,1125365,706.647
5083,5083,626.0,0.7547552268019299,100000,1125447,707.028
5084,5084,632.0,0.7547403205315351,100000,1125526,706.924
5085,5085,616.0,0.7547203201755442,100000,1125632,706.902
5086,5086,626.0,0.7547046598894168,100000,1125715,706.159
5087,5087,742.0,0.7546680575964446,100000,1125909,706.652
5088,5088,1324.0,0.7546265519894974,100000,1126129,707.354
5089,5089,246.0,0.7546197603802417,100000,1126165,706.595
5090,5090,801.0,0.7545793892979457,100000,1126379,706.667
5091,5091,612.0,0.7545614682480204,100000,1126474,706.463
5092,5092,605.0,0.7545478862621307,100000,1126546,706.056
5093,5093,738.0,0.7545237411130732,100000,1126674,705.989
5094,5094,1036.0,0.7544899769269117,100000,1126853,706.411
5095,5095,687.0,0.7544433886034357,100000,1127100,706.847
5096,5096,606.0,0.754422453087264,100000,1127211,707.223
5097,5097,614.0,0.7544045357645299,100000,1127306,707.249
5098,5098,607.0,0.7543847329029016,100000,1127411,707.221
5099,5099,251.0,0.7543785092537488,100000,1127444,706.665
5100,5100,1007.0,0.7543153326912487,100000,1127779,706.952
5101,5101,239.0,0.7543085438829547,100000,1127815,706.576
5102,5102,243.0,0.7543017551357595,100000,1127851,706.199
5103,5103,1024.0,0.7542542356161197,100000,1128103,706.586
5104,5104,240.0,0.754247824481562,100000,1128137,706.594
5105,5105,625.0,0.754228402847706,100000,1128240,706.599
5106,5106,971.0,0.7541145229427739,100000,1128844,707.339
5107,5107,234.0,0.7541083015228446,100000,1128877,706.961
5108,5108,1017.0,0.7540587205258072,100000,1129140,706.708
5109,5109,622.0,0.7540411888621673,100000,1129233,706.318
5110,5110,1408.0,0.7539850148790743,100000,1129531,706.934
5111,5111,245.0,0.7539793600119609,100000,1129561,705.9
5112,5112,1313.0,0.753920928868484,100000,1129871,706.595
5113,5113,233.0,0.7539133896959478,100000,1129911,706.579
5114,5114,234.0,0.7539060390753127,100000,1129950,706.575
5115,5115,609.0,0.7538881340172674,100000,1130045,706.547
5116,5116,247.0,0.7538828568181389,100000,1130073,706.039
5117,5117,236.0,0.7538753180263215,100000,1130113,705.531
5118,5118,750.0,0.7537873082096014,100000,1130580,705.025
5119,5119,574.0,0.7537562151205458,100000,1130745,704.96
5120,5120,809.0,0.7537239927270756,100000,1130916,705.133
5121,5121,1409.0,0.753670480216612,100000,1131200,705.75
5122,5122,250.0,0.7536648277085,100000,1131230,705.414
5123,5123,639.0,0.7536384498978437,100000,1131370,705.402
5124,5124,1580.0,0.7536017109143329,100000,1131565,706.358
5125,5125,760.0,0.7535710022664632,100000,1131728,705.552
5126,5126,602.0,0.753553293553772,100000,1131822,705.515
5127,5127,606.0,0.7535340781873785,100000,1131924,705.087
5128,5128,1034.0,0.7534990396630102,100000,1132110,705.469
5129,5129,603.0,0.7534826512350716,100000,1132197,705.377
5130,5130,1003.0,0.7534201147624928,100000,1132529,705.689
5131,5131,639.0,0.7534054232116595,100000,1132607,705.19
5132,5132,636.0,0.753376229313492,100000,1132762,705.041
5133,5133,1038.0,0.7533393147780498,100000,1132958,705.842
5134,5134,244.0,0.7533323464207446,100000,1132995,705.468
5135,5135,965.0,0.7532105047526739,100000,1133642,705.053
5136,5136,614.0,0.7531918630210417,100000,1133741,705.08
5137,5137,745.0,0.7531698324784865,100000,1133858,705.592
5138,5138,249.0,0.7531638071431731,100000,1133890,705.131
5139,5139,1398.0,0.7531050626499298,100000,1134202,705.89
5140,5140,1830.0,0.7530355919035943,100000,1134571,707.47
5141,5141,1339.0,0.7530015178097288,100000,1134752,707.504
5142,5142,1029.0,0.7529610450607968,100000,1134967,707.931
5143,5143,993.0,0.7528880113724777,100000,1135355,708.684
5144,5144,617.0,0.7528737066343668,100000,1135431,708.299
5145,5145,1321.0,0.7528221365453045,100000,1135705,708.981
5146,5146,1016.0,0.7527715109525914,100000,1135974,709.027
5147,5147,247.0,0.7527653006124666,100000,1136007,709.032
5148,5148,810.0,0.7527336851298143,100000,1136175,709.594
5149,5149,692.0,0.7526644368075882,100000,1136543,709.576
5150,5150,797.0,0.7526205953755521,100000,1136776,709.739
5151,5151,1030.0,0.7525818364080917,100000,1136982,710.541
5152,5152,231.0,0.7525743106264147,100000,1137022,710.529
5153,5153,613.0,0.7524157222824376,100000,1137865,710.144
5154,5154,638.0,0.7523875072183571,100000,1138015,710.553
5155,5155,246.0,0.7523818643325078,100000,1138045,710.19
5156,5156,243.0,0.7523749048315794,100000,1138082,710.207
5157,5157,230.0,0.7523671930273628,100000,1138123,709.431
5158,5158,224.0,0.7523587289429925,100000,1138168,709.032
5159,5159,765.0,0.7523286351919479,100000,1138328,709.171
5160,5160,586.0,0.7523083225904772,100000,1138436,709.136
5161,5161,228.0,0.7523011756944658,100000,1138474,708.554
5162,5162,608.0,0.7522801115538099,100000,1138586,708.932
5163,5163,638.0,0.7522522777011291,100000,1138734,708.93
5164,5164,1857.0,0.7521524228267827,100000,1139265,710.164
5165,5165,248.0,0.75214602955756,100000,1139299,710.176
5166,5166,771.0,0.7521166964307363,100000,1139455,710.308
5167,5167,630.0,0.7521005260935716,100000,1139541,710.707
5168,5168,601.0,0.7520845441252012,100000,1139626,710.708
5169,5169,233.0,0.7520777753939164,100000,1139662,710.133
5170,5170,772.0,0.7520106554393354,100000,1140019,710.298
5171,5171,614.0,0.7519989993630523,100000,1140081,709.884
5172,5172,1396.0,0.7519382778879178,100000,1140404,710.632
5173,5173,243.0,0.7519328263544828,100000,1140433,710.239
5174,5174,1537.0,0.7518608322241239,100000,1140816,710.488
5175,5175,652.0,0.7518467349639179,100000,1140891,709.818
5176,5176,1007.0,0.751784334266772,100000,1141223,710.577
5177,5177,239.0,0.7517775682373641,100000,1141259,710.586
5178,5178,1030.0,0.7517375371426827,100000,1141472,710.596
5179,5179,230.0,0.751730771534447,100000,1141508,710.59
5180,5180,247.0,0.7517249456428139,100000,1141539,710.026
5181,5181,242.0,0.7517191197963314,100000,1141570,710.021
5182,5182,635.0,0.7517044614145807,100000,1141648,709.713
5183,5183,238.0,0.7516976961040254,100000,1141684,709.705
5184,5184,611.0,0.7516849173502123,100000,1141752,710.091
5185,5185,604.0,0.7516661254598264,100000,1141852,709.934
5186,5186,599.0,0.7516467703038721,100000,1141955,710.281
5187,5187,766.0,0.7516146380872517,100000,1142126,710.049
5188,5188,637.0,0.7515864530632688,100000,1142276,709.947
5189,5189,1304.0,0.7515310255993323,100000,1142571,710.544
5190,5190,615.0,0.7515167466437095,100000,1142647,710.138
5191,5191,637.0,0.7514881895463517,100000,1142799,710.152
5192,5192,1021.0,0.751430890749273,100000,1143104,710.568
5193,5193,800.0,0.7513901267240807,100000,1143321,711.134
5194,5194,653.0,0.7513767896660279,100000,1143392,711.558
5195,5195,623.0,0.7513350894061764,100000,1143614,711.594
5196,5196,1275.0,0.7512556399114954,100000,1144037,712.238
5197,5197,1024.0,0.7512094391045485,100000,1144283,711.727
5198,5198,761.0,0.7511761988181551,100000,1144460,711.48
5199,5199,1316.0,0.7511273739459476,100000,1144720,712.569
5200,5200,706.0,0.751044003424156,100000,1145164,713.041
5201,5201,237.0,0.7510376195764595,100000,1145198,712.251
5202,5202,249.0,0.7510312357830254,100000,1145232,711.861
5203,5203,1672.0,0.750976787985374,100000,1145522,713.306
5204,5204,692.0,0.7509264742198122,100000,1145790,713.333
5205,5205,237.0,0.7509199036410867,100000,1145825,712.967
5206,5206,724.0,0.7508695936866493,100000,1146093,712.931
5207,5207,246.0,0.7508639621851102,100000,1146123,711.893
5208,5208,1274.0,0.7507847502056926,100000,1146545,712.56
5209,5209,1019.0,0.7507353877249986,100000,1146808,713.341
5210,5210,1035.0,0.7507017930638801,100000,1146987,713.415
5211,5211,623.0,0.7506879052074333,100000,1147061,713.414
5212,5212,609.0,0.7506725162611879,100000,1147143,713.419
5213,5213,634.0,0.7506535620170788,100000,1147244,713.42
5214,5214,248.0,0.750647556811852,100000,1147276,712.373
5215,5215,640.0,0.750621659914625,100000,1147414,712.305
5216,5216,226.0,0.7506141537346176,100000,1147454,711.736
5217,5217,649.0,0.7505963268579304,100000,1147549,711.112
5218,5218,1553.0,0.7505362815461123,100000,1147869,712.425
5219,5219,1015.0,0.7504841210806148,100000,1148147,712.484
5220,5220,625.0,0.7504649839771316,100000,1148249,712.459
5221,5221,766.0,0.7503925675912627,100000,1148635,712.98
5222,5222,1883.0,0.7503235346419702,100000,1149003,714.109
5223,5223,245.0,0.750317907235859,100000,1149033,714.11
5224,5224,637.0,0.7502893956935388,100000,1149185,713.801
5225,5225,239.0,0.7502832058307829,100000,1149218,712.343
5226,5226,1023.0,0.7502374399453737,100000,1149462,712.654
5227,5227,610.0,0.7502089314607526,100000,1149614,713.02
5228,5228,813.0,0.7501802365143277,100000,1149767,713.591
5229,5229,599.0,0.7501605445391134,100000,1149872,713.957
5230,5230,1333.0,0.7501211621393938,100000,1150082,714.479
5231,5231,605.0,0.7501069099709257,100000,1150158,714.478
5232,5232,614.0,0.7500879700081967,100000,1150259,713.208
5233,5233,244.0,0.7500819693276884,100000,1150291,712.477
5234,5234,788.0,0.7500298404357973,100000,1150569,711.978
5235,5235,1295.0,0.7499745277678226,100000,1150864,712.65
5236,5236,636.0,0.7499587784661368,100000,1150948,712.086
5237,5237,1811.0,0.74986785146543,100000,1151433,713.291
5238,5238,1022.0,0.7498097389515583,100000,1151743,713.293
5239,5239,746.0,0.749758941056186,100000,1152014,713.296
5240,5240,633.0,0.7497446957698538,100000,1152090,712.908
5241,5241,1318.0,0.7496995250070643,100000,1152331,713.588
5242,5242,615.0,0.7496852808496266,100000,1152407,713.225
5243,5243,650.0,0.7496686005356095,100000,1152496,713.071
5244,5244,1029.0,0.7496266202641856,100000,1152720,713.475
5245,5245,1899.0,0.7495576577788157,100000,1153088,715.134
5246,5246,615.0,0.7495426667736947,100000,1153168,715.512
5247,5247,241.0,0.749536108303233,100000,1153203,714.648
5248,5248,607.0,0.7495186817891182,100000,1153296,714.655
5249,5249,624.0,0.749501443055526,100000,1153388,714.639
5250,5250,236.0,0.7494945101983748,100000,1153425,714.237
5251,5251,714.0,0.749443546298096,100000,1153697,713.899
5252,5252,230.0,0.7494364266173337,100000,1153735,712.872
5253,5253,248.0,0.7494304311491525,100000,1153767,712.874
5254,5254,637.0,0.7494017659797986,100000,1153920,712.557
5255,5255,1297.0,0.7493476236513467,100000,1154209,713.241
5256,5256,624.0,0.7493311381829042,100000,1154297,713.26
5257,5257,640.0,0.7493052867013423,100000,1154435,713.082
5258,5258,1020.0,0.7492595804671885,100000,1154679,713.477
5259,5259,807.0,0.7492253026212043,100000,1154862,713.681
5260,5260,1330.0,0.7491822233994523,100000,1155092,714.414
5261,5261,1286.0,0.7491140509104866,100000,1155456,714.885
5262,5262,606.0,0.7490887687347433,100000,1155591,715.251
5263,5263,807.0,0.7490548732306079,100000,1155772,715.816
5264,5264,224.0,0.7490471954565453,100000,1155813,715.814
5265,5265,247.0,0.7490402668011653,100000,1155850,715.445
5266,5266,810.0,0.7490091822712119,100000,1156016,715.003
5267,5267,246.0,0.7490024412180628,100000,1156052,714.273
5268,5268,225.0,0.7489947639814254,100000,1156093,712.75
5269,5269,1013.0,0.7489389659430287,100000,1156391,712.481
5270,5270,237.0,0.7489322255218236,100000,1156427,711.686
5271,5271,608.0,0.7489196810105369,100000,1156494,711.685
5272,5272,772.0,0.7488530301165948,100000,1156850,712.208
5273,5273,765.0,0.748806415460533,100000,1157099,712.235
5274,5274,1018.0,0.7487553111602366,100000,1157372,712.645
5275,5275,246.0,0.7487496955157589,100000,1157402,711.844
5276,5276,222.0,0.748741459313377,100000,1157446,710.742
5277,5277,592.0,0.7487233025508685,100000,1157543,710.051
5278,5278,247.0,0.748717874325923,100000,1157572,709.581
5279,5279,599.0,0.748699156610695,100000,1157672,709.584
5280,5280,232.0,0.7486918568285911,100000,1157711,709.583
5281,5281,766.0,0.7486544231669143,100000,1157911,710.108
5282,5282,239.0,0.7486480596305662,100000,1157945,710.1
5283,5283,1022.0,0.7485997733819254,100000,1158203,710.483
5284,5284,1278.0,0.7485279112441261,100000,1158587,711.06
5285,5285,608.0,0.7485159348918586,100000,1158651,711.424
5286,5286,235.0,0.7485093854052628,100000,1158686,711.031
5287,5287,627.0,0.7484713995131,100000,1158889,711.019
5288,5288,1006.0,0.7484122726006825,100000,1159205,711.426
5289,5289,640.0,0.7483864528194405,100000,1159343,711.841
5290,5290,607.0,0.7483718594240706,100000,1159421,712.224
5291,5291,653.0,0.7483574534026323,100000,1159498,711.333
5292,5292,765.0,0.7483275196994283,100000,1159658,711.132
5293,5293,782.0,0.748281124825657,100000,1159906,710.594
5294,5294,1302.0,0.7482259411207194,100000,1160201,710.932
5295,5295,243.0,0.7482201423914201,100000,1160232,710.578
5296,5296,607.0,0.7482079839113728,100000,1160297,709.845
5297,5297,595.0,0.7481838545899592,100000,1160426,709.803
5298,5298,235.0,0.7481773080090536,100000,1160461,709.418
5299,5299,714.0,0.7481391519345586,100000,1160665,709.368
5300,5300,1339.0,0.7481086658814596,100000,1160828,710.088
5301,5301,1391.0,0.7480409651022318,100000,1161190,710.879
5302,5302,1002.0,0.7479749533916105,100000,1161543,710.618
5303,5303,228.0,0.747968034654425,100000,1161580,710.606
5304,5304,618.0,0.7479517665245521,100000,1161667,710.451
5305,5305,617.0,0.7479362466844733,100000,1161750,710.073
5306,5306,628.0,0.7479173615303072,100000,1161851,710.067
5307,5307,636.0,0.7478880063462927,100000,1162008,710.092
5308,5308,233.0,0.7478814623540486,100000,1162043,709.707
5309,5309,608.0,0.7478502389508817,100000,1162210,710.073
5310,5310,1024.0,0.7478046214719452,100000,1162454,710.857
5311,5311,252.0,0.7477986390581541,100000,1162486,710.336
5312,5312,804.0,0.7477616239370204,100000,1162684,710.53
5313,5313,245.0,0.7477552679894344,100000,1162718,710.191
5314,5314,798.0,0.7477253583731679,100000,1162878,710.371
5315,5315,1043.0,0.7476991884403266,100000,1163018,710.084
5316,5316,242.0,0.7476924591770703,100000,1163054,709.706
5317,5317,996.0,0.7476244222504979,100000,1163418,708.914
5318,5318,1835.0,0.7475758282362932,100000,1163678,709.413
5319,5319,988.0,0.7474965893883174,100000,1164102,708.865
5320,5320,637.0,0.7474685587882842,100000,1164252,708.881
5321,5321,1316.0,0.7474268885724853,100000,1164475,709.502
5322,5322,647.0,0.7474078294274465,100000,1164577,709.913
5323,5323,1285.0,0.7473213219670806,100000,1165040,709.951
5324,5324,251.0,0.7473155302485535,100000,1165071,709.589
5325,5325,238.0,0.7473089912654535,100000,1165106,709.055
5326,5326,755.0,0.7472867591508856,100000,1165225,709.018
5327,5327,1798.0,0.7472062433303794,100000,1165656,710.176
5328,5328,592.0,0.7471879369993805,100000,1165754,709.501
5329,5329,730.0,0.7471180781844796,100000,1166128,708.956
5330,5330,1685.0,0.7470736259757311,100000,1166366,709.831
5331,5331,598.0,0.7470542023115341,100000,1166470,709.79
5332,5332,245.0,0.7470484126631766,100000,1166501,709.791
5333,5333,742.0,0.7470063923665381,100000,1166726,710.286
5334,5334,652.0,0.7469916391341312,100000,1166805,710.176
5335,5335,640.0,0.7469662418469786,100000,1166941,710.583
5336,5336,632.0,0.746948314870057,100000,1167037,710.971
5337,5337,764.0,0.7469182508016644,100000,1167198,711.491
5338,5338,1335.0,0.7468872543335584,100000,1167364,712.574
5339,5339,998.0,0.7468170502225107,100000,1167740,712.553
5340,5340,234.0,0.7468097687908568,100000,1167779,712.162
5341,5341,1414.0,0.7467670151500778,100000,1168008,712.975
5342,5342,625.0,0.746750026391605,100000,1168099,712.946
5343,5343,814.0,0.7467229571903933,100000,1168244,713.527
5344,5344,624.0,0.7467069028173898,100000,1168330,713.147
5345,5345,815.0,0.7466800218493849,100000,1168474,713.354
5346,5346,639.0,0.7466663950616255,100000,1168547,712.97
5347,5347,983.0,0.7465874392553289,100000,1168970,713.25
5348,5348,604.0,0.7465678415898165,100000,1169075,713.249
5349,5349,1294.0,0.7465084917981691,100000,1169393,713.944
5350,5350,249.0,0.7465028930047753,100000,1169423,713.944
5351,5351,239.0,0.7464959878840872,100000,1169460,712.876
5352,5352,1277.0,0.7464312321578546,100000,1169807,713.345
5353,5353,632.0,0.7464148108493273,100000,1169895,712.968
5354,5354,754.0,0.7463851414465663,100000,1170054,713.119
5355,5355,624.0,0.7463705870763923,100000,1170132,712.367
5356,5356,754.0,0.7463461438368673,100000,1170263,712.317
5357,5357,604.0,0.7463293512354471,100000,1170353,712.284
5358,5358,706.0,0.7462272976619669,100000,1170900,712.74
5359,5359,231.0,0.7462202085354255,100000,1170938,712.355
5360,5360,240.0,0.7462129329229503,100000,1170977,711.817
5361,5361,632.0,0.7461961433187423,100000,1171067,711.829
5362,5362,621.0,0.7461787944579201,100000,1171160,711.863
5363,5363,589.0,0.7461586478999284,100000,1171268,711.841
5364,5364,797.0,0.7461327193341806,100000,1171407,712.405
5365,5365,598.0,0.7461123874920569,100000,1171516,712.341
